# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "2" "-a" "./genome/chr1-hg19_genes.gtf" "-o" "./results/RNA_seq_featurecounts.txt" "./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam
LOC100507423	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47004368;47006602;47009366;47023897;47025342;47029184;47033878;47034154	47004466;47006681;47009440;47024014;47025483;47029248;47033969;47035927	+;+;+;+;+;+;+;+	2445	0	0	0	0	0	0
KNCN	chr1;chr1;chr1	47011316;47014865;47016737	47013481;47014939;47016887	-;-;-	2392	0	0	0	0	0	0
MKNK1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47023090;47023090;47023090;47023090;47023090;47025906;47025906;47025906;47027150;47027150;47027150;47027150;47027150;47028321;47028321;47028321;47028321;47028321;47030713;47030713;47030713;47030713;47030713;47034115;47034115;47034115;47034115;47034115;47037089;47037735;47037735;47037735;47037735;47037735;47040619;47040619;47040619;47042247;47042247;47042247;47042247;47042247;47046202;47046202;47046202;47046202;47046202;47048900;47048900;47048900;47048900;47048900;47051546;47059785;47059785;47059785;47059785;47059785;47069857;47069857;47069857;47069857;47069899	47024472;47024472;47024472;47024472;47024472;47025949;47025949;47025949;47027314;47027314;47027314;47027314;47027314;47028515;47028515;47028515;47028515;47028515;47030808;47030808;47030808;47030808;47030808;47034170;47034170;47034170;47034170;47034170;47037211;47037839;47037839;47037839;47037839;47037839;47040692;47040692;47040692;47042326;47042326;47042326;47042326;47042326;47046299;47046299;47046299;47046299;47046299;47049001;47049001;47049001;47049001;47049001;47051646;47059952;47059952;47059952;47059952;47059952;47069966;47069966;47069966;47069966;47069966	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2900	0	0	0	0	0	1
MOBKL2C	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47073387;47073387;47075674;47075674;47078576;47078576;47080643;47082383	47075356;47075356;47075876;47075876;47079043;47079043;47080805;47082563	-;-;-;-;-;-;-;-	2985	0	0	0	0	0	0
ATPAF1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47098411;47098411;47108866;47110833;47118253;47118253;47119489;47119489;47123799;47123799;47124359;47124359;47130928;47130928;47133729;47133729	47101642;47101642;47108973;47110928;47118300;47118300;47119539;47119539;47123861;47123861;47124409;47124409;47131036;47131036;47134099;47134099	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4129	0	1	1	0	0	0
ATPAF1-AS1	chr1;chr1	47137500;47138545	47137643;47139251	+;+	851	0	0	0	0	0	0
LOC100130197	chr1;chr1;chr1;chr1;chr1;chr1;chr1	47139708;47139708;47147853;47152345;47152345;47157546;47157546	47139891;47139891;47147936;47152435;47152435;47157769;47157769	+;+;+;+;+;+;+	583	0	0	0	0	0	0
KIAA0494	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47140831;47148972;47150163;47152456;47154025;47155259;47157499;47162223;47173578;47181967;47183575	47144308;47149097;47150274;47152542;47154216;47155363;47157609;47162321;47173723;47182115;47184736	-;-;-;-;-;-;-;-;-;-;-	5767	1	0	0	1	1	0
CYP4B1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47264670;47264670;47276480;47276480;47276812;47276812;47278168;47278168;47279154;47279154;47279581;47279584;47279881;47279881;47280746;47280746;47282720;47282720;47283637;47283637;47283803;47283803;47284303;47284303	47264933;47264933;47276621;47276621;47276856;47276856;47278295;47278295;47279278;47279278;47279735;47279735;47279987;47279987;47280936;47280936;47282853;47282853;47283701;47283701;47283885;47283885;47285021;47285021	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2158	0	0	0	0	0	0
CYP4Z2P	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47323906;47324567;47333619;47338916;47348610;47348844;47351128;47352923;47364515;47365930	47324512;47325459;47333809;47339019;47348764;47348968;47351255;47352967;47364656;47366147	-;-;-;-;-;-;-;-;-;-	2608	0	0	0	0	0	0
CYP4A11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47394846;47398433;47398655;47399618;47399848;47400125;47400672;47401195;47402336;47402974;47403668;47406911	47395982;47398509;47398719;47399751;47400038;47400231;47400826;47401319;47402463;47403018;47403809;47407156	-;-;-;-;-;-;-;-;-;-;-;-	2552	0	0	0	0	0	0
CYP4X1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47489240;47495662;47497108;47498913;47501478;47501689;47504332;47505014;47512139;47514237;47515094;47515672	47489666;47495803;47497152;47499040;47501605;47501843;47504438;47505204;47512272;47514301;47515176;47516423	+;+;+;+;+;+;+;+;+;+;+;+	2357	0	0	0	0	0	0
CYP4Z1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47533160;47534294;47546295;47548006;47550292;47550496;47560238;47564766;47571800;47581201;47582322;47583438	47533339;47534435;47546339;47548133;47550416;47550650;47560341;47564956;47571933;47581265;47582404;47583992	+;+;+;+;+;+;+;+;+;+;+;+	1907	0	0	0	0	0	0
CYP4A22	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47603107;47606452;47607243;47607780;47608941;47609434;47610029;47610222;47610509;47611538;47611749;47614274	47603352;47606593;47607287;47607907;47609065;47609588;47610135;47610412;47610642;47611602;47611825;47614526	+;+;+;+;+;+;+;+;+;+;+;+	1668	0	0	0	0	0	0
PDZK1IP1	chr1;chr1;chr1;chr1	47649261;47650674;47652991;47655538	47649715;47650769;47653099;47655771	-;-;-;-	894	0	0	0	0	0	0
TAL1	chr1;chr1;chr1;chr1	47681963;47689676;47691115;47694868	47685846;47689770;47691561;47695443	-;-;-;-	5002	0	0	0	0	0	0
STIL	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47715811;47715811;47725961;47725961;47728575;47728575;47735307;47735307;47737748;47737748;47745913;47745913;47748017;47748017;47753223;47753223;47755107;47755107;47759130;47759130;47761437;47761437;47765577;47765577;47767233;47767233;47767906;47767906;47770561;47770561;47775948;47775948;47779708;47779708	47717594;47717594;47726211;47726211;47728785;47728788;47735538;47735538;47737913;47737913;47746881;47746881;47748131;47748131;47753332;47753332;47755257;47755257;47759216;47759216;47761520;47761520;47765824;47765824;47767420;47767420;47768018;47768018;47770668;47770668;47776034;47776034;47779819;47779819	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5019	0	1	1	1	1	0
CMPK1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	47799469;47799469;47834141;47838627;47838627;47840581;47840581;47840869;47840869;47842376;47842376	47799788;47799788;47834287;47838779;47838779;47840657;47840657;47840965;47840965;47844511;47844511	+;+;+;+;+;+;+;+;+;+;+	2930	0	0	1	2	1	0
FOXE3	chr1	47881744	47883724	+	1981	0	0	0	0	0	0
MGC12982	chr1	47897807	47900313	-	2507	0	0	0	0	0	0
FOXD2	chr1	47901689	47906363	+	4675	0	0	0	0	0	0
LOC388630	chr1;chr1;chr1;chr1;chr1;chr1;chr1	48226200;48240842;48244126;48260258;48267145;48459706;48462360	48231778;48241111;48244216;48260432;48267291;48460269;48462562	-;-;-;-;-;-;-	7029	0	0	0	0	0	0
SKINTL	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	48567387;48593580;48594132;48625221;48627471;48630303;48632145;48644827;48647383;48648042	48567622;48593693;48594245;48625328;48627581;48630584;48632492;48644907;48647440;48648100	-;-;-;-;-;-;-;-;-;-	1511	0	0	0	0	0	0
SLC5A9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	48688357;48688357;48690396;48690396;48694522;48694522;48694775;48694967;48694967;48696272;48696272;48697217;48697217;48697618;48697618;48698039;48698039;48699327;48699327;48701401;48701401;48703351;48703351;48704994;48704994;48708129;48708129;48713007;48713007	48688570;48688570;48690467;48690467;48694626;48694626;48694849;48695131;48695131;48696377;48696377;48697297;48697297;48697823;48697823;48698174;48698174;48699434;48699434;48701551;48701551;48703519;48703519;48705209;48705209;48708288;48708288;48714316;48714316	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3274	0	0	0	0	0	0
SPATA6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	48761044;48771459;48821342;48825258;48850981;48860939;48865023;48869474;48877136;48878782;48917224;48918666;48937630	48764565;48771550;48821441;48825442;48851021;48861026;48865316;48869554;48877260;48878823;48917272;48918803;48937876	-;-;-;-;-;-;-;-;-;-;-;-;-	5004	0	0	0	1	0	0
AGBL4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	48998527;49000562;49005314;49052676;49056505;49100165;49119009;49128824;49332863;49511256;49711442;50162985;50317068;50489435	48999965;49000588;49005410;49052838;49056657;49100276;49119123;49128913;49332902;49511472;49711536;50163109;50317190;50489626	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2988	0	0	0	0	0	0
BEND5	chr1;chr1;chr1;chr1;chr1;chr1	49193540;49201911;49208295;49224572;49227009;49242278	49193715;49202124;49208443;49224956;49227142;49242547	-;-;-;-;-;-	1328	0	0	0	0	0	0
ELAVL4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	50513686;50569582;50571964;50574594;50574594;50610629;50610629;50610629;50610629;50610629;50642761;50642761;50642761;50642761;50642761;50659437;50659437;50659437;50659437;50659437;50661233;50661233;50661233;50661233;50661233;50663101;50663101;50663101;50663101;50663101;50666481;50666523;50666523;50666523;50666523	50513854;50569672;50572065;50574870;50574870;50610869;50610869;50610869;50610869;50610869;50642864;50642864;50642864;50642864;50642864;50659590;50659590;50659590;50659590;50659590;50661458;50661458;50661458;50661458;50661458;50663139;50663139;50663139;50663139;50663139;50667540;50667540;50667540;50667540;50667540	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2463	0	0	0	0	0	0
DMRTA2	chr1;chr1;chr1	50883223;50886650;50888788	50885406;50887216;50889119	-;-;-	3083	0	0	0	0	0	0
FAF1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	50906935;50941136;50956260;50957393;51001041;51005264;51032749;51048290;51049324;51050357;51061793;51121114;51171458;51204535;51210356;51253672;51267303;51323601;51425439	50907195;50941351;50956337;50957473;51001129;51005400;51032903;51048371;51049387;51050483;51061888;51121200;51171563;51204626;51210447;51253877;51267349;51323669;51425936	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2583	2	2	1	4	0	4
CDKN2C	chr1;chr1;chr1;chr1;chr1	51434367;51435642;51436030;51439565;51439565	51435571;51436169;51436169;51440306;51440309	+;+;+;+;+	2478	0	0	0	0	0	0
C1orf185	chr1;chr1;chr1;chr1;chr1	51567906;51578136;51584338;51611396;51613139	51567921;51578241;51584473;51611432;51613754	+;+;+;+;+	911	0	0	0	0	0	0
RNF11	chr1;chr1;chr1	51701945;51735628;51736823	51702551;51735797;51739119	+;+;+	3074	0	1	0	1	0	0
TTC39A	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	51752930;51752930;51754511;51754511;51755677;51755677;51756186;51756186;51760063;51760063;51761751;51761751;51767244;51767244;51768029;51768029;51768178;51768178;51768756;51768756;51770753;51770753;51771649;51771649;51774933;51774933;51776926;51776926;51777791;51777791;51778484;51778484;51787393;51787393;51787790;51810663	51753952;51753952;51754627;51754627;51755791;51755791;51756297;51756297;51760183;51760183;51761842;51761842;51767405;51767405;51768088;51768088;51768245;51768245;51768864;51768864;51770818;51770818;51771748;51771748;51774997;51774997;51776993;51776993;51777867;51777867;51778615;51778615;51787497;51787497;51787938;51810785	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2864	0	0	0	0	0	1
EPS15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	51819935;51819935;51826843;51826843;51829538;51829538;51831625;51831625;51860053;51860053;51864704;51864704;51866590;51866590;51868107;51868107;51869091;51869091;51871577;51871577;51873807;51873807;51875207;51875207;51887458;51887458;51906019;51910561;51912632;51913718;51926763;51929345;51930933;51934145;51937362;51938531;51946945;51984871	51822518;51822518;51827027;51827027;51829700;51829700;51831701;51831701;51860119;51860119;51864837;51864837;51866625;51866625;51868197;51868197;51869204;51869204;51871780;51871780;51874004;51874004;51875368;51875368;51887530;51887793;51906104;51910717;51912777;51913807;51926822;51929470;51930998;51934240;51937409;51938620;51946986;51984995	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5483	4	1	1	0	0	3
OSBPL9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	52082546;52082546;52082546;52082546;52082546;52117663;52117663;52117663;52117663;52135106;52135106;52135106;52135106;52179675;52179675;52179675;52179675;52179675;52195486;52195486;52195486;52205815;52211208;52211208;52211208;52211208;52211208;52211208;52211208;52212382;52212382;52212382;52212382;52212382;52212382;52212382;52212382;52214041;52214041;52214041;52214041;52214041;52214041;52214041;52214041;52215817;52215817;52215817;52215817;52215817;52215817;52215817;52215817;52221992;52221992;52221992;52226362;52226362;52226362;52226362;52226362;52226362;52226362;52226362;52227539;52227539;52227539;52227539;52227539;52227539;52227539;52227539;52231494;52231494;52231494;52231494;52231494;52231494;52231494;52231494;52237742;52237742;52237742;52237742;52237742;52237742;52237742;52237742;52238277;52238277;52238277;52238277;52238277;52238277;52238277;52238277;52242505;52242505;52242505;52242505;52242505;52242505;52242505;52242505;52246836;52246836;52246836;52246836;52246836;52246836;52246836;52246836;52248231;52248231;52248231;52248231;52248231;52248231;52248231;52248231;52249587;52249587;52249587;52249587;52249587;52249587;52249587;52249587;52249936;52249936;52249936;52249936;52249936;52249936;52249936;52249936;52250114;52250114;52250114;52250114;52250114;52250114;52250114;52250114;52251480;52251480;52251480;52251480;52251480;52251480;52251480;52251480;52252198;52252198;52252198;52252198;52252198;52252198;52252198;52252198;52253025;52253025;52253025;52253025;52253025;52253025;52253025;52253025;52253387;52253387;52253387;52253387;52253387;52253387;52253387;52253387	52082893;52082893;52082893;52082893;52082893;52117713;52117713;52117713;52117713;52135184;52135184;52135184;52135184;52179751;52179751;52179751;52179751;52179751;52195673;52195796;52195796;52205883;52211303;52211303;52211303;52211303;52211303;52211303;52211303;52212429;52212429;52212429;52212429;52212429;52212429;52212429;52212429;52214070;52214070;52214070;52214070;52214070;52214070;52214070;52214070;52215867;52215867;52215867;52215867;52215867;52215867;52215867;52215867;52222030;52222030;52222030;52226452;52226452;52226452;52226452;52226452;52226452;52226452;52226452;52227643;52227643;52227643;52227643;52227643;52227643;52227643;52227643;52231653;52231653;52231653;52231653;52231653;52231653;52231653;52231653;52237854;52237854;52237854;52237854;52237854;52237854;52237854;52237854;52238395;52238395;52238395;52238395;52238395;52238395;52238395;52238395;52242590;52242590;52242590;52242590;52242590;52242590;52242590;52242590;52247007;52247007;52247007;52247007;52247007;52247007;52247007;52247007;52248315;52248315;52248315;52248315;52248315;52248315;52248315;52248315;52249697;52249697;52249697;52249697;52249697;52249697;52249697;52249697;52249999;52249999;52249999;52249999;52249999;52249999;52249999;52249999;52250254;52250254;52250254;52250254;52250254;52250254;52250254;52250254;52251558;52251558;52251558;52251558;52251558;52251558;52251558;52251558;52252289;52252289;52252289;52252289;52252289;52252289;52252289;52252289;52253160;52253160;52253160;52253160;52253160;52253160;52253160;52253160;52254891;52254891;52254891;52254891;52254891;52254891;52254891;52254891	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4258	3	2	3	2	2	3
NRD1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	52254866;52254866;52254866;52255240;52255240;52255240;52256205;52256205;52256205;52256572;52256572;52256572;52257250;52257250;52257250;52257718;52257718;52257718;52258049;52258049;52258049;52260144;52260144;52260144;52260495;52260495;52260495;52263921;52263921;52263921;52266228;52266228;52266228;52269486;52269486;52269486;52271182;52271182;52271182;52272466;52272466;52272466;52274987;52274987;52274987;52275953;52275953;52275953;52277666;52277666;52277666;52279707;52279707;52279707;52280223;52280223;52280223;52280365;52280365;52280365;52281984;52281984;52281984;52283738;52283738;52283738;52285472;52285472;52285472;52287170;52287170;52287170;52289336;52289336;52289336;52290959;52290959;52290959;52293468;52293468;52293468;52299689;52299689;52299689;52301803;52301803;52301803;52302041;52302041;52303159;52303159;52305898;52305898;52305898;52343655;52343947;52343947	52255105;52255105;52255105;52255329;52255329;52255329;52256321;52256321;52256321;52256662;52256662;52256662;52257333;52257333;52257333;52257770;52257770;52257770;52258096;52258096;52258096;52260282;52260282;52260282;52260526;52260526;52260526;52264083;52264083;52264083;52266355;52266355;52266355;52269636;52269636;52269636;52271233;52271233;52271233;52272585;52272585;52272585;52275073;52275073;52275073;52276076;52276076;52276076;52277770;52277770;52277770;52279761;52279761;52279761;52280281;52280281;52280281;52280485;52280485;52280485;52282061;52282061;52282061;52283807;52283807;52283807;52285545;52285545;52285545;52287227;52287227;52287227;52289458;52289458;52289458;52291054;52291054;52291054;52293541;52293541;52293541;52299842;52299842;52299842;52301884;52301884;52301884;52302110;52302110;52303292;52303292;52306186;52306186;52306186;52343712;52344609;52344609	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4082	4	6	2	5	6	1
MIR761	chr1	52302016	52302074	-	59	0	0	0	0	0	0
RAB3B	chr1;chr1;chr1;chr1;chr1	52373628;52398990;52402966;52442562;52456224	52385786;52399114;52403084;52442789;52456436	-;-;-;-;-	12844	1	1	1	0	0	0
TXNDC12	chr1;chr1;chr1;chr1;chr1;chr1;chr1	52485804;52489163;52490182;52492947;52494250;52507209;52520672	52486684;52489246;52490251;52493020;52494302;52507269;52521047	-;-;-;-;-;-;-	1599	1	0	1	0	0	0
KTI12	chr1	52497777	52499472	-	1696	0	0	0	0	0	0
BTF3L4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	52521857;52521857;52521857;52525507;52525507;52530497;52530497;52530497;52549012;52549012;52551784;52551784;52551784;52552384;52552384;52552384	52522051;52522051;52522051;52525573;52525573;52530610;52530610;52530610;52549213;52549213;52551843;52551843;52551843;52554090;52554090;52554090	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2345	0	1	1	0	0	0
ZFYVE9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	52608046;52608046;52608046;52682041;52682041;52682041;52698843;52698843;52698843;52703160;52703160;52703160;52729445;52729445;52729445;52732327;52734135;52734135;52740136;52740136;52744164;52744164;52747333;52747333;52759125;52759125;52761567;52761567;52769493;52769493;52798440;52798440;52800360;52800360;52803444;52803444;52805798;52805798;52810440;52810440;52811732;52811732	52608075;52608075;52608075;52682146;52682146;52682146;52698948;52698948;52698948;52705267;52705267;52705267;52729544;52729544;52729719;52732503;52734304;52734304;52740256;52740256;52744286;52744286;52747488;52747488;52759349;52759349;52761649;52761649;52769597;52769597;52798590;52798590;52800440;52800440;52803606;52803606;52805903;52805903;52810616;52810616;52812358;52812358	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5090	0	0	0	1	1	3
